id,sequence,parent_id,create_uid,write_uid,parent_path,web_icon,action,name,active,create_date,write_date
1,550,\N,1,1,1/,"base,static/description/settings.png",\N,"{""en_US"": ""Settings""}",t,2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471
2,50,1,1,1,1/2/,\N,\N,"{""en_US"": ""Custom Shortcuts""}",t,2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471
3,1,1,1,1,1/3/,\N,\N,"{""en_US"": ""Users & Companies""}",t,2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471
389,0,378,1,1,375/378/389/,\N,"ir.actions.act_window,641","{""en_US"": ""Settings""}",t,2026-03-18 05:32:08.430974,2026-03-29 06:23:22.248742
4,2,1,1,1,1/4/,\N,\N,"{""en_US"": ""Translations""}",t,2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471
5,4,4,1,1,1/4/5/,\N,\N,"{""en_US"": ""Application Terms""}",t,2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471
6,3,4,1,1,1/4/6/,\N,\N,"{""en_US"": ""Import / Export""}",t,2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471
7,3,1,1,1,1/7/,\N,\N,"{""en_US"": ""General Settings""}",t,2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471
8,110,1,1,1,1/8/,\N,\N,"{""en_US"": ""Technical""}",t,2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471
9,10,8,1,1,1/8/9/,\N,\N,"{""en_US"": ""User Interface""}",t,2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471
391,99,390,1,1,375/390/391/,\N,"ir.actions.act_window,644","{""en_US"": ""Purchase""}",t,2026-03-18 05:32:08.430974,2026-03-29 06:23:22.248742
11,10,8,1,1,1/8/11/,\N,\N,"{""en_US"": ""Database Structure""}",t,2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471
214,10,156,1,1,323/153/156/214/,\N,"ir.actions.client,342","{""en_US"": ""Executive Summary""}",t,2026-03-18 05:04:27.13783,2026-03-29 06:24:47.586321
12,10,8,1,1,1/8/12/,\N,\N,"{""en_US"": ""Automation""}",t,2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471
13,25,8,1,1,1/8/13/,\N,\N,"{""en_US"": ""Security""}",t,2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471
14,24,8,1,1,1/8/14/,\N,\N,"{""en_US"": ""Parameters""}",t,2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471
222,40,149,1,1,323/149/222/,\N,\N,"{""en_US"": ""Inventory""}",t,2026-03-18 05:04:27.13783,2026-03-29 06:24:47.586321
16,1000,\N,1,1,16/,"base,static/description/exception.png",\N,"{""en_US"": ""Tests""}",t,2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471
17,10,11,1,1,1/8/11/17/,\N,"ir.actions.act_window,5","{""en_US"": ""Decimal Accuracy""}",t,2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471
18,5,8,1,1,1/8/18/,\N,\N,"{""en_US"": ""Actions""}",t,2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471
19,10,18,1,1,1/8/18/19/,\N,"ir.actions.act_window,6","{""en_US"": ""Actions""}",t,2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471
20,10,18,1,1,1/8/18/20/,\N,"ir.actions.act_window,7","{""en_US"": ""Reports""}",t,2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471
274,10,\N,1,1,274/,"calendar,static/description/icon.png",\N,"{""en_US"": ""Calendar""}",t,2026-03-18 05:05:32.057443,2026-03-29 06:22:31.880088
21,10,18,1,1,1/8/18/21/,\N,"ir.actions.act_window,8","{""en_US"": ""Window Actions""}",t,2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471
238,10,237,1,1,228/237/238/,\N,"ir.actions.act_window,413","{""en_US"": ""Products""}",t,2026-03-18 05:04:33.38448,2026-03-29 06:23:41.334943
22,10,18,1,1,1/8/18/22/,\N,"ir.actions.act_window,9","{""en_US"": ""Client Actions""}",t,2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471
392,55,149,1,1,323/149/392/,\N,\N,"{""en_US"": ""Purchases""}",t,2026-03-18 05:32:15.551708,2026-03-29 06:24:52.472386
23,10,18,1,1,1/8/18/23/,\N,"ir.actions.act_window,10","{""en_US"": ""Server Actions""}",t,2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471
24,10,18,1,1,1/8/18/24/,\N,"ir.actions.act_window,11","{""en_US"": ""Embedded Actions""}",t,2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471
393,10,392,1,1,323/149/392/393/,\N,"ir.actions.act_window,645","{""en_US"": ""Bill To Receive""}",t,2026-03-18 05:32:15.551708,2026-03-29 06:24:52.472386
25,10,18,1,1,1/8/18/25/,\N,"ir.actions.act_window,12","{""en_US"": ""Configuration Wizards""}",t,2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471
239,20,237,1,1,228/237/239/,\N,"ir.actions.act_window,179","{""en_US"": ""Product Variants""}",t,2026-03-18 05:04:33.38448,2026-03-29 06:23:41.334943
26,10,11,1,1,1/8/11/26/,\N,"ir.actions.act_window,14","{""en_US"": ""Assets""}",t,2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471
428,3,425,1,1,412/418/425/428/,\N,"ir.actions.act_window,669","{""en_US"": ""Employment Types""}",f,2026-03-18 05:33:40.052078,2026-03-29 06:22:57.508173
27,10,14,1,1,1/8/14/27/,\N,"ir.actions.act_window,15","{""en_US"": ""System Parameters""}",t,2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471
240,30,237,1,1,228/237/240/,\N,"ir.actions.act_window,185","{""en_US"": ""Pricelists""}",t,2026-03-18 05:04:33.38448,2026-03-29 06:23:41.334943
28,2,12,1,1,1/8/12/28/,\N,"ir.actions.act_window,16","{""en_US"": ""Scheduled Actions""}",t,2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471
429,0,418,1,1,412/418/429/,\N,"ir.actions.act_window,684","{""en_US"": ""Settings""}",t,2026-03-18 05:33:40.052078,2026-03-29 06:22:57.508173
29,3,12,1,1,1/8/12/29/,\N,"ir.actions.act_window,17","{""en_US"": ""Scheduled Actions Triggers""}",t,2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471
30,5,9,1,1,1/8/9/30/,\N,"ir.actions.act_window,18","{""en_US"": ""User-defined Filters""}",t,2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471
72,1,9,1,1,1/8/9/72/,\N,"ir.actions.act_window,92","{""en_US"": ""Onboardings""}",t,2026-03-18 05:03:36.617167,2026-03-29 06:22:16.859966
31,5,10,1,1,1/8/10/31/,\N,"ir.actions.act_window,19","{""en_US"": ""Outgoing Mail Servers""}",t,2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471
74,30,8,1,1,1/8/74/,\N,\N,"{""en_US"": ""Resource""}",t,2026-03-18 05:03:37.19095,2026-03-29 06:22:17.117617
32,10,11,1,1,1/8/11/32/,\N,"ir.actions.act_window,20","{""en_US"": ""Models""}",t,2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471
75,1,74,1,1,1/8/74/75/,\N,"ir.actions.act_window,100","{""en_US"": ""Working Schedules""}",t,2026-03-18 05:03:37.19095,2026-03-29 06:22:17.117617
78,270,\N,1,1,78/,"utm,static/description/icon.png",\N,"{""en_US"": ""Link Tracker""}",t,2026-03-18 05:03:37.859467,2026-03-29 06:22:17.610377
79,99,78,1,1,78/79/,\N,\N,"{""en_US"": ""UTMs""}",t,2026-03-18 05:03:37.859467,2026-03-29 06:22:17.610377
80,1,79,1,1,78/79/80/,\N,"ir.actions.act_window,101","{""en_US"": ""Campaigns""}",t,2026-03-18 05:03:37.859467,2026-03-29 06:22:17.610377
81,5,79,1,1,78/79/81/,\N,"ir.actions.act_window,102","{""en_US"": ""Mediums""}",t,2026-03-18 05:03:37.859467,2026-03-29 06:22:17.610377
83,5,\N,1,1,83/,"mail,static/description/icon.png","ir.actions.client,125","{""en_US"": ""Discuss""}",t,2026-03-18 05:03:38.577538,2026-03-29 06:22:24.936134
275,1,274,1,1,274/275/,\N,"ir.actions.act_window,449","{""en_US"": ""Calendar""}",t,2026-03-18 05:05:32.057443,2026-03-29 06:22:31.880088
276,40,274,1,1,274/276/,\N,"ir.actions.act_window,449","{""en_US"": ""Configuration""}",t,2026-03-18 05:05:32.057443,2026-03-29 06:22:31.880088
277,45,276,1,1,274/276/277/,\N,"ir.actions.act_window,450","{""en_US"": ""Settings""}",t,2026-03-18 05:05:32.057443,2026-03-29 06:22:31.880088
331,140,\N,1,1,331/,"stock,static/description/icon.png",\N,"{""en_US"": ""Inventory""}",t,2026-03-18 05:30:58.653183,2026-03-29 06:23:03.015949
332,2,331,1,1,331/332/,\N,\N,"{""en_US"": ""Operations""}",t,2026-03-18 05:30:58.653183,2026-03-29 06:23:03.015949
333,1,332,1,1,331/332/333/,\N,\N,"{""en_US"": ""Transfers""}",t,2026-03-18 05:30:58.653183,2026-03-29 06:23:03.015949
360,5,344,1,1,331/344/360/,\N,"ir.actions.act_window,592","{""en_US"": ""Stock""}",t,2026-03-18 05:30:58.653183,2026-03-29 06:23:03.015949
33,10,11,1,1,1/8/11/33/,\N,"ir.actions.act_window,21","{""en_US"": ""Fields""}",t,2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471
34,10,11,1,1,1/8/11/34/,\N,"ir.actions.act_window,22","{""en_US"": ""Fields Selection""}",t,2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471
73,1,9,1,1,1/8/9/73/,\N,"ir.actions.act_window,93","{""en_US"": ""Onboardings Steps""}",t,2026-03-18 05:03:36.617167,2026-03-29 06:22:16.859966
35,21,8,1,1,1/8/35/,\N,\N,"{""en_US"": ""Sequences & Identifiers""}",t,2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471
481,115,334,1,1,331/332/334/481/,\N,"ir.actions.act_window,770","{""en_US"": ""Landed Costs""}",t,2026-03-29 10:48:55.475382,2026-03-29 10:48:55.475382
36,10,35,1,1,1/8/35/36/,\N,"ir.actions.act_window,23","{""en_US"": ""External Identifiers""}",t,2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471
37,10,11,1,1,1/8/11/37/,\N,"ir.actions.act_window,24","{""en_US"": ""Model Constraints""}",t,2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471
38,10,11,1,1,1/8/11/38/,\N,"ir.actions.act_window,25","{""en_US"": ""ManyToMany Relations""}",t,2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471
39,10,13,1,1,1/8/13/39/,\N,"ir.actions.act_window,26","{""en_US"": ""Access Rights""}",t,2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471
241,40,228,1,1,228/241/,\N,\N,"{""en_US"": ""Reporting""}",t,2026-03-18 05:04:33.38448,2026-03-29 06:23:41.334943
40,10,11,1,1,1/8/11/40/,\N,"ir.actions.act_window,27","{""en_US"": ""Attachments""}",t,2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471
242,10,241,1,1,228/241/242/,\N,"ir.actions.act_window,382","{""en_US"": ""Sales""}",t,2026-03-18 05:04:33.38448,2026-03-29 06:23:41.334943
41,3,13,1,1,1/8/13/41/,\N,"ir.actions.act_window,28","{""en_US"": ""Record Rules""}",t,2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471
243,20,241,1,1,228/241/243/,\N,"ir.actions.act_window,383","{""en_US"": ""Salespersons""}",t,2026-03-18 05:04:33.38448,2026-03-29 06:23:41.334943
42,10,35,1,1,1/8/35/42/,\N,"ir.actions.act_window,29","{""en_US"": ""Sequences""}",t,2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471
244,30,241,1,1,228/241/244/,\N,"ir.actions.act_window,384","{""en_US"": ""Products""}",t,2026-03-18 05:04:33.38448,2026-03-29 06:23:41.334943
43,1,9,1,1,1/8/9/43/,\N,"ir.actions.act_window,30","{""en_US"": ""Menu Items""}",t,2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471
245,40,241,1,1,228/241/245/,\N,"ir.actions.act_window,385","{""en_US"": ""Customers""}",t,2026-03-18 05:04:33.38448,2026-03-29 06:23:41.334943
44,2,9,1,1,1/8/9/44/,\N,"ir.actions.act_window,31","{""en_US"": ""Views""}",t,2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471
246,50,228,1,1,228/246/,\N,\N,"{""en_US"": ""Configuration""}",t,2026-03-18 05:04:33.38448,2026-03-29 06:23:41.334943
45,3,9,1,1,1/8/9/45/,\N,"ir.actions.act_window,33","{""en_US"": ""Customized Views""}",t,2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471
247,10,246,1,1,228/246/247/,\N,"ir.actions.act_window,395","{""en_US"": ""Settings""}",t,2026-03-18 05:04:33.38448,2026-03-29 06:23:41.334943
46,10,18,1,1,1/8/18/46/,\N,"ir.actions.act_window,34","{""en_US"": ""User-defined Defaults""}",t,2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471
47,10,11,1,1,1/8/11/47/,\N,"ir.actions.act_window,38","{""en_US"": ""Logging""}",t,2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471
248,20,246,1,1,228/246/248/,\N,"ir.actions.act_window,201","{""en_US"": ""Sales Teams""}",t,2026-03-18 05:04:33.38448,2026-03-29 06:23:41.334943
48,5,15,1,1,15/48/,\N,\N,"{""en_US"": ""Apps""}",t,2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471
49,5,48,1,1,15/48/49/,\N,"ir.actions.act_window,39","{""en_US"": ""Main Apps""}",t,2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471
249,30,246,1,1,228/246/249/,\N,\N,"{""en_US"": ""Sales Orders""}",t,2026-03-18 05:04:33.38448,2026-03-29 06:23:41.334943
50,15,48,1,1,15/48/50/,\N,\N,"{""en_US"": ""Theme Store""}",t,2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471
