id,create_uid,create_date,write_date,write_uid,website,summary,name,author,icon,state,latest_version,shortdesc,category_id,description,application,demo,web,license,sequence,auto_install,to_buy,maintainer,published_version,url,contributors,menus_by_module,reports_by_module,views_by_module,module_type,imported
1497,1,2026-03-29 10:48:55.475382,2026-03-29 10:48:55.475382,1,,"{""en_US"": """"}",web_100,Odoo S.A.,/base/static/description/icon.png,uninstalled,\N,"{""en_US"": ""Web""}",11,"{""en_US"": ""\\nOdoo Web core module.\\n========================\\n\\nThis module provides the core of the Odoo Web Client.\\n""}",f,f,f,LGPL-3,100,t,f,\N,\N,,\N,,,,\N,\N
950,\N,\N,2026-03-29 06:23:02.034856,1,,"{""en_US"": ""A payment provider for custom flows like wire transfers.""}",payment_custom,Odoo S.A.,/payment_custom/static/description/icon.png,installed,19.0.2.0,"{""en_US"": ""Payment Provider: Custom Payment Modes""}",108,"{""en_US"": """"}",f,f,f,LGPL-3,350,f,f,\N,\N,,\N,,,* INHERIT Custom Provider Form (form)\n* INHERIT custom_state_header (qweb)\n* INHERIT payment_custom.payment_method_form (qweb)\n* INHERIT payment_custom.token_form (qweb)\nredirect_form (qweb),official,\N
259,\N,\N,2026-03-29 06:22:57.508173,1,https://www.odoo.com/app/employees,"{""en_US"": ""Centralize employee information""}",hr,Odoo S.A.,/hr/static/description/icon.png,installed,19.0.1.1,"{""en_US"": ""Employees""}",52,"{""en_US"": ""Odoo Human Resources\\n--------------------\\n\\nWith Odoo <a href=\\""https://www.odoo.com/app/employees\\"">Human Resources</a>,\\nmanage the most important asset in your company: People\\n\\nGet all your HR operations managed easily: knowledge sharing, recruitments,\\nappraisals, timesheets, contracts, attendances, payroll, etc.\\n\\nEach need is provided by a specific app that you activate on demand.\\n\\nManage Your Employees\\n---------------------\\n\\nOversee all important information in your company address book. Some\\ninformation are restricted to HR managers, others are public to easily look\\ncolleagues.\\n\\nRecord employee contracts and get alerts when they have to be renewed.\\n\\nStreamline Your Recruitment Process\\n-----------------------------------\\n\\nIndex resumes, track applicants, search profiles with <a href=\\""https://www.odoo.com/app/employees\\"">Odoo HR</a>.\\n\\nPost job offers and keep track of each application received. Follow applicants\\nin your recruitment process with the smart kanban view.\\n\\nSave time by automating some communications with email templates. Resumes are\\nindexed automatically, allowing you to easily find for specific profiles.\\n\\nEnterprise Social Network\\n-------------------------\\n\\nBreak down information silos. Share knowledge and best practices amongst all\\nemployees. Follow specific people or documents and join groups of interests to\\nshare expertise and documents.\\n\\nInteract with your coworkers in real time with website live chat.\\n\\nTrack time and attendances\\n--------------------------\\n\\nKeep track of the time spent by project, client or task. It's easy to record\\ntimesheets or check attendances for each employee. Get your analytic accounting\\nposted automatically based on time spent on your projects.\\n\\nTime Off Management\\n-------------------\\n\\nKeep track of the vacation days accrued by each employee. Employees enter their\\nrequests (paid time off, sick time off, etc), for managers to approve and\\nvalidate. It's all done in just a few clicks. The agenda of each employee is\\nupdated accordingly.\\n\\nKeep Track of Employee Expenses\\n-------------------------------\\n\\nGet rid of the paper work and follow employee's expenses directly in Odoo.\\nDon't loose time or money by controlling the full flow: expense validation,\\nreimbursement of employees, posting in the accounting and re-invoicing to\\ncustomers.\\n\\nFollow Periodic Appraisals\\n--------------------------\\n\\nSet-up appraisals plans and/or surveys for your employees and watch their\\nevolution. Define steps for interviews and Odoo will notify managers or\\nsubordinates automatically to prepare appraisals. Keep track of the progress of\\nyour staff periodically.\\n\\nBoost Engagement With Gamification\\n----------------------------------\\n\\n### Define clear objective and provide real time feedback\\n\\nInspire achievement with challenges, goals and rewards. Define clear objectives\\nand provide real time feedback and tangible results. Showcase the top\\nperformers to the entire channel and publicly recognize a job well done.\\n\\n### Leaderboards\\n\\nPromote leaders and competition amongst Sales Team with performance ratios.\\n\\n### Personal Objectives\\n\\nAssign clear goals to users to align them with the company objectives.\\n\\n### Team Targets\\n\\nCompare revenues with forecasts and budgets in real time.\\n\\n""}",t,f,f,LGPL-3,95,f,f,\N,\N,,\N,Employees\nEmployees/Configuration\nEmployees/Configuration/Employee\nEmployees/Configuration/Employee/Departure Reasons\nEmployees/Configuration/Employee/Onboarding / Offboarding\nEmployees/Configuration/Employee/Tags\nEmployees/Configuration/Employee/Work Locations\nEmployees/Configuration/Employee/Working Schedules\nEmployees/Configuration/Recruitment\nEmployees/Configuration/Recruitment/Contract Templates\nEmployees/Configuration/Recruitment/Employment Types\nEmployees/Configuration/Recruitment/Job Positions\nEmployees/Configuration/Settings\nEmployees/Departments\nEmployees/Directory\nEmployees/Employees\nEmployees/Human Resources\nEmployees/Reporting,Print Badge,* INHERIT discuss.channel.view.form.inherit.hr (form)\n* INHERIT mail.activity.plan.template.view.form.inherit.hr (form)\n* INHERIT mail.activity.plan.view.form.hr.employee (form)\n* INHERIT mail.activity.plan.view.form.inherit.hr (form)\n* INHERIT mail.activity.plan.view.list.inherit.hr (list)\n* INHERIT mail.activity.schedule.view.form.inherit.hr (form)\n* INHERIT res.config.settings.view.form.inherit.hr (form)\n* INHERIT res.partner.bank.form.inherit.hr (form)\n* INHERIT res.partner.search.inherit (search)\n* INHERIT res.partner.view.form.inherit.hr (form)\n* INHERIT res.users.form.inherit (form)\n* INHERIT res.users.preferences.form.inherit (form)\n* INHERIT res.users.preferences.form.resource (form)\n* INHERIT res.users.preferences.form.simplified.inherit (form)\n* INHERIT view.employee.form.smartbutton.inherited (form)\n* INHERIT view.users.simple.form.hr (form)\n* INHERIT view.users.simple.form.inherit.hr (form)\nhr.bank.account.allocation.wizard.form (form)\nhr.bank.account.allocation.wizard.line.list (list)\nhr.contract.template.form (form)\nhr.contract.template.list (list)\nhr.contract.type form (form)\nhr.contract.type list (list)\nhr.department.form (form)\nhr.department.kanban (kanban)\nhr.department.list (list)\nhr.department.search (search)\nhr.departure.reason form (form)\nhr.departure.reason list (list)\nhr.departure.wizard.view.form (form)\nhr.employee.activity (activity)\nhr.employee.category.form (form)\nhr.employee.category.list (list)\nhr.employee.form (form)\nhr.employee.kanban (kanban)\nhr.employee.kanban (kanban)\nhr.employee.list (list)\nhr.employee.list (list)\nhr.employee.list (list)\nhr.employee.list.activites.view (list)\nhr.employee.public.form (form)\nhr.employee.search (search)\nhr.employee.search (search)\nhr.employee.view.graph (graph)\nhr.employee.view.pivot (pivot)\nhr.job.form (form)\nhr.job.kanban (kanban)\nhr.job.list (list)\nhr.job.search (search)\nhr.version.graph (graph)\nhr.version.list (list)\nhr.version.pivot (pivot)\nhr.version.search (search)\nhr.version.wizard.view.form (form)\nhr.work.location.view.form (form)\nhr.work.location.view.list (list)\nhr_employee_plan_activity_summary (qweb)\nprint_employee_badge (qweb),official,\N
82,\N,\N,2026-03-31 02:06:23.599547,1,,"{""en_US"": ""Implementation of AI server actions""}",ai_server_actions,Odoo S.A.,/base/static/description/icon.png,installed,19.0.0.1,"{""en_US"": ""ai_server_actions""}",11,"{""en_US"": ""This module allows you to update record fields with AI, in server actions.""}",f,f,f,LGPL-3,100,t,f,\N,\N,,\N,,,* INHERIT ir.actions.server.form.ai_server_actions (form),official,\N
106,\N,\N,2026-03-31 02:06:23.599547,1,,"{""en_US"": ""Implement basic password policy configuration & check""}",auth_password_policy,Odoo S.A.,/base/static/description/icon.png,uninstalled,\N,"{""en_US"": ""Password Policy""}",20,"{""en_US"": """"}",f,f,f,LGPL-3,100,f,f,\N,\N,\N,\N,,,,official,\N
38,\N,\N,2026-03-31 02:06:23.599547,1,,"{""en_US"": ""Manage accounting with fleets""}",account_fleet,Odoo S.A.,/base/static/description/icon.png,uninstalled,\N,"{""en_US"": ""Accounting/Fleet bridge""}",3,"{""en_US"": """"}",f,f,f,LGPL-3,100,t,f,\N,\N,\N,\N,,,,official,\N
980,\N,\N,2026-03-30 06:57:50.487212,1,,"{""en_US"": ""This module enables product creation by scanning barcodes with a camera, utilizing the Barcode Lookup API Key.""}",pos_barcodelookup,Odoo S.A.,/base/static/description/icon.png,installed,19.0.1.0,"{""en_US"": ""POS - Barcode Lookup""}",77,"{""en_US"": """"}",f,f,f,OEEL-1,100,t,f,\N,\N,\N,\N,,,* INHERIT product.product.view.form.normalized.pos.barcodelookup.inherit (form)\n* INHERIT product.template.view.form.normalized (form),official,\N
991,\N,\N,2026-03-30 06:57:52.752048,1,,"{""en_US"": ""Link module between Point of Sale and HR""}",pos_hr,Odoo S.A.,/base/static/description/icon.png,installed,19.0.1.0,"{""en_US"": ""POS - HR""}",77,"{""en_US"": ""\\nThis module allows Employees (and not users) to log in to the Point of Sale application using a barcode, a PIN number or both.\\nThe actual till still requires one user but an unlimited number of employees can log on to that till and process sales.\\n""}",f,f,f,LGPL-3,100,t,f,\N,\N,\N,\N,,,* INHERIT pos.config.form.view.inherit (form)\n* INHERIT pos.daily.sales.reports.wizard.form.inherit (form)\n* INHERIT pos.order.form.inherit (form)\n* INHERIT pos.order.list.inherit (list)\n* INHERIT pos.order.list.select.inherit (search)\n* INHERIT pos.payment.list.inherit (list)\n* INHERIT pos_hr.report_salesdetails_with_employee_reports (qweb)\n* INHERIT pos_hr.single_employee_sales_report (qweb)\n* INHERIT report.pos.order.search.inherit (search)\n* INHERIT report.pos.order.view.list.inherit.pos.hr (list)\n* INHERIT res.config.settings.view.form.inherit.pos_hr (form),official,\N
1005,\N,\N,2026-03-30 06:57:53.78755,1,,"{""en_US"": """"}",pos_online_payment,Odoo S.A.,/base/static/description/icon.png,installed,19.0.1.0,"{""en_US"": ""Point of Sale online payment""}",8,"{""en_US"": """"}",f,f,f,LGPL-3,100,t,f,\N,\N,\N,\N,,,* INHERIT payment.transaction.form (form)\n* INHERIT pos.payment.form (form)\n* INHERIT pos.payment.method.form.inherit.pos_online_payment (form)\n* INHERIT pos.payment.method.list.inherit.pos_online_payment (list)\n* INHERIT res.config.settings.view.form.inherit.pos.online.payment (form)\n* INHERIT view.account.payment.form.inherit.pos_online_payment (form)\npay (qweb)\npay_confirmation (qweb)\npay_summary (qweb),official,\N
992,\N,\N,2026-03-30 06:57:54.397911,1,,"{""en_US"": ""POS Barcode scan in Mobile""}",pos_hr_mobile,Odoo S.A.,/base/static/description/icon.png,installed,19.0.1.0,"{""en_US"": ""POS Barcode in Mobile""}",110,"{""en_US"": """"}",f,f,f,OEEL-1,100,t,f,\N,\N,\N,\N,,,,official,\N
1164,\N,\N,2026-03-30 08:53:05.984531,1,,"{""en_US"": ""Intercompany SO/PO""}",sale_purchase_stock_inter_company_rules,Odoo S.A.,/base/static/description/icon.png,installed,19.0.1.1,"{""en_US"": ""Inter Company Module for Sale/Purchase Orders (with Inventory link)""}",6,"{""en_US"": ""Module for synchronization of Inventory Documents between several companies.\\n   For example, this allows you to have a delivery receipt created automatically in the receiving company when another company of the system confirms a delivery order.\\n""}",f,f,f,OEEL-1,100,t,f,\N,\N,\N,\N,,,* INHERIT res.company.form.inherit (form)\n* INHERIT res.config.settings.view.form.inherit.inter.company.rules (form),official,\N
985,\N,\N,2026-03-30 06:57:50.713151,1,,"{""en_US"": ""Advanced features for PoS""}",pos_enterprise,Odoo S.A.,/pos_enterprise/static/description/icon.png,installed,19.0.1.0,"{""en_US"": ""Point of Sale enterprise""}",77,"{""en_US"": ""\\nAdvanced features for the PoS like better views \\nfor IoT Box config.   \\n""}",f,f,f,OEEL-1,100,t,f,\N,\N,\N,\N,Kitchen Display\nPoint of Sale/Reporting/Preparation Time,,* INHERIT pos.order.form.view.inherit (form)\n* INHERIT pos.order.list (list)\n* INHERIT res.config.settings.view.form.inherit.pos_enterprise (form)\nPreparation Display Index (qweb)\npos.preparation.display.reset.form (form)\npreparation.display.form.view (form)\npreparation.display.kanban.view (kanban)\npreparation.display.list.view (list)\npreparation.display.search.view (search)\npreparation.time.report.graph (graph)\npreparation.time.report.search.view (search)\npreparation.time.report.view.form (form)\npreparation.time.report.view.list (list),official,\N
906,\N,\N,2026-03-30 07:52:50.018059,1,https://www.odoo.com/app/manufacturing,"{""en_US"": ""Manufacturing Orders & BOMs""}",mrp,Odoo S.A.,/mrp/static/description/icon.png,installed,19.0.2.0,"{""en_US"": ""Manufacturing""}",101,"{""en_US"": ""Odoo Manufacturing Resource Planning\\n------------------------------------\\n\\nManage Bill of Materials, plan manufacturing orders, track work orders with the\\nOdoo <a href=\\""https://www.odoo.com/app/manufacturing\\"">Open Source MRP</a> app.\\n\\nGet all your assembly or manufacturing operations managed by Odoo. Schedule\\nmanufacturing orders and work orders automatically. Review the proposed\\nplanning with the smart kanban and gantt views. Use the advanced analytics\\nfeatures to detect bottleneck in resources capacities and inventory locations.\\n\\nSchedule Manufacturing Orders Efficiently\\n-----------------------------------------\\n\\nGet manufacturing orders and work orders scheduled automatically based on your\\nprocurement rules, quantities forecasted and dependent demand (demand for this\\npart based on another part consuming it).\\n\\nDefine Flexible Master Data\\n---------------------------\\n\\nGet the flexibility to create multi-level bill of materials, optional routing,\\nversion changes and phantom bill of materials. You can use BoM for kits or for\\nmanufacturing orders.\\n\\nGet Flexibility In All Operations\\n---------------------------------\\n\\nEdit manually all proposed operations at any level of the progress. With Odoo,\\nyou will not be frustrated by a rigid system.\\n\\nSchedule Work Orders\\n--------------------\\n\\nCheck resources capacities and fix bottlenecks.  Define routings and plan the\\nworking time and capacity of your resources. Quickly identify resource\\nrequirements and bottlenecks to ensure your production meets your delivery\\nschedule dates.\\n\\n\\nA Productive User Interface\\n---------------------------\\n\\nOrganize manufacturing orders and work orders the way you like it. Process next\\norders from the list view, control in the calendar view and edit the proposed\\nschedule in the Gantt view.\\n\\n\\nInventory & Manufacturing Analytics\\n-----------------------------------\\n\\nTrack the evolution of the stock value, according to the level of manufacturing\\nactivities as they progress in the transformation process.\\n\\nFully Integrated with Operations\\n--------------------------------\\n\\nGet your manufacturing resource planning accurate with it's full integration\\nwith sales and purchases apps. The accounting integration allows real time\\naccounting valuation and deeper reporting on costs and revenues on your\\nmanufacturing operations.\\n\\n""}",t,f,f,LGPL-3,55,f,f,\N,\N,\N,\N,Inventory/Operations/Transfers/Manufacturings\nManufacturing\nManufacturing/Configuration\nManufacturing/Configuration/Operations\nManufacturing/Configuration/Settings\nManufacturing/Configuration/Work Centers\nManufacturing/Operations\nManufacturing/Operations/Manufacturing Orders\nManufacturing/Operations/Scrap\nManufacturing/Operations/Unbuild Orders\nManufacturing/Operations/Work Orders\nManufacturing/Planning\nManufacturing/Planning/Procurement: run scheduler\nManufacturing/Products\nManufacturing/Products/Bills of Materials\nManufacturing/Products/Lots/Serial Numbers\nManufacturing/Products/Product Variants\nManufacturing/Products/Products\nManufacturing/Reporting\nManufacturing/Reporting/Overall Equipment Effectiveness\nManufacturing/Reporting/Work Orders,BoM Overview\nFinished Product Label (PDF)\nFinished Product Label (ZPL)\nMO Overview\nProduction Order\nWork Order,* INHERIT Operation Types (form)\n* INHERIT Stock Warehouse Inherit MRP (form)\n* INHERIT mrp.bom.replenishment.list.view (list)\n* INHERIT mrp.product.product.search (search)\n* INHERIT mrp.product.template.search (search)\n* INHERIT mrp.production.work.order.list (list)\n* INHERIT mrp.production.work.order.list.editable (list)\n* INHERIT mrp.routing.workcenter.bom.list (list)\n* INHERIT mrp.routing.workcenter.copy_to_bom.list (list)\n* INHERIT mrp_report_stock_rule (qweb)\n* INHERIT product.document.form.mrp (form)\n* INHERIT product.form.mrp.inherited (form)\n* INHERIT product.product.procurement (form)\n* INHERIT product.template.procurement (form)\n* INHERIT product.view.search.catalog.inherit.mrp (search)\n* INHERIT res.config.settings.view.form.inherit.mrp (form)\n* INHERIT stock.move.line.list (list)\n* INHERIT stock.move.line.operation.list.finished (list)\n* INHERIT stock.move.line.search (search)\n* INHERIT stock.move.mrp.operations.raw.form (form)\n* INHERIT stock.move.operations.finished.form (form)\n* INHERIT stock.move.operations.raw.form (form)\n* INHERIT stock.picking.type.kanban (kanban)\n* INHERIT stock.replenishment.information.mrp.stock.inherit (form)\n* INHERIT stock.rule.form.inherit.mrp (form)\n* INHERIT stock.scrap.search.inherit.mrp (search)\n* INHERIT stock.scrap.view.form.inherit.mrp (form)\n* INHERIT stock.scrap.view.form2.inherit.mrp (form)\n* INHERIT stock.warehouse.orderpoint.list.editable.inherit.purchase (list)\n* INHERIT stock.warn.insufficient.qty.unbuild (form)\n* INHERIT stock_report_delivery_document_inherit_mrp (qweb)\n* INHERIT view.picking.form.inherit.mrp (form)\nChange Quantity To Produce (form)\nConsumption Warning (form)\nCreate Backorder (form)\nSplit Production (form)\nexception_on_mo (qweb)\nlabel_production_view (qweb)\nlabel_production_view_pdf (qweb)\nmo_overview_byproducts (qweb)\nmo_overview_components (qweb)\nmo_overview_content (qweb)\nmo_overview_line (qweb)\nmo_overview_operations (qweb)\nmrp.bom.byproduct.form (form)\nmrp.bom.form (form)\nmrp.bom.kanban (kanban)\nmrp.bom.line.view.form (form)\nmrp.bom.list (list)\nmrp.bom.select (search)\nmrp.production.calendar (calendar)\nmrp.production.form (form)\nmrp.production.graph (graph)\nmrp.production.kanban (kanban)\nmrp.production.list (list)\nmrp.production.pivot (pivot)\nmrp.production.select (search)\nmrp.production.split.multi.form (form)\nmrp.production.view.activity (activity)\nmrp.production.work.order.calendar (calendar)\nmrp.production.work.order.form (form)\nmrp.production.work.order.graph (graph)\nmrp.production.work.order.kanban (kanban)\nmrp.production.work.order.list.editable (list)\nmrp.production.work.order.pivot (pivot)\nmrp.production.work.order.search (search)\nmrp.production.work.order.select (search)\nmrp.routing.workcenter.filter (search)\nmrp.routing.workcenter.form (form)\nmrp.routing.workcenter.kanban (kanban)\nmrp.routing.workcenter.list (list)\nmrp.unbuild.form (form)\nmrp.unbuild.form.simplified (form)\nmrp.unbuild.kanban (kanban)\nmrp.unbuild.list (list)\nmrp.unbuild.search (search)\nmrp.workcenter.form (form)\nmrp.workcenter.kanban (kanban)\nmrp.workcenter.kanban (kanban)\nmrp.workcenter.list (list)\nmrp.workcenter.productivity.form (form)\nmrp.workcenter.productivity.form (form)\nmrp.workcenter.productivity.graph (graph)\nmrp.workcenter.productivity.graph (graph)\nmrp.workcenter.productivity.list (list)\nmrp.workcenter.productivity.loss.form (form)\nmrp.workcenter.productivity.loss.kanban (kanban)\nmrp.workcenter.productivity.loss.list (list)\nmrp.workcenter.productivity.loss.search (search)\nmrp.workcenter.productivity.pivot (pivot)\nmrp.workcenter.productivity.search (search)\nmrp.workcenter.search (search)\nmrp_production_serials (form)\nproduction_message (qweb)\nreport.workcenter.load.graph (graph)\nreport.workcenter.load.pivot (pivot)\nreport_bom_structure (qweb)\nreport_mo_overview (qweb)\nreport_mrp_bom (qweb)\nreport_mrp_bom_pdf_line (qweb)\nreport_mrp_production_components (qweb)\nreport_mrp_workorder (qweb)\nreport_mrporder (qweb)\nstock_report_delivery_kit_sections (qweb)\nstock_report_delivery_no_kit_section (qweb)\ntrack_production_move_template (qweb),official,\N
66,\N,\N,2026-03-31 02:06:23.599547,1,https://www.odoo.com/app/accounting,"{""en_US"": """"}",accountant_fleet,Odoo S.A.,/base/static/description/icon.png,uninstalled,\N,"{""en_US"": ""Accounting - Fleet""}",3,"{""en_US"": ""\\nAccounting Fleet Bridge\\n""}",f,f,f,OEEL-1,100,t,f,\N,\N,\N,\N,,,,official,\N
74,\N,\N,2026-03-31 02:06:23.599547,1,,"{""en_US"": ""Automatically create leads.""}",ai_crm,Odoo S.A.,/base/static/description/icon.png,uninstalled,\N,"{""en_US"": ""AI crm""}",11,"{""en_US"": ""Automatically create leads.""}",f,f,f,OEEL-1,100,t,f,\N,\N,\N,\N,,,,official,\N
135,\N,\N,2026-03-29 06:22:31.880088,1,,"{""en_US"": ""Schedule employees' meetings""}",calendar,Odoo S.A.,/calendar/static/description/icon.png,installed,19.0.1.1,"{""en_US"": ""Calendar""}",29,"{""en_US"": ""\\nThis is a full-featured calendar system.\\n========================================\\n\\nIt supports:\\n------------\\n    - Calendar of events\\n    - Recurring events\\n\\nIf you need to manage your meetings, you should install the CRM module.\\n""}",t,f,f,LGPL-3,165,f,f,\N,\N,,\N,Calendar\nCalendar/Calendar\nCalendar/Configuration\nCalendar/Configuration/Reminders\nCalendar/Configuration/Settings\nSettings/Technical/Calendar\nSettings/Technical/Calendar/Calendar Alarm\nSettings/Technical/Calendar/Meeting Types,,* INHERIT mail.activity.form.inherit.calendar (form)\n* INHERIT mail.activity.schedule.inherit.calendar (form)\n* INHERIT res.config.settings.view.form.inherit.calendar (form)\n* INHERIT res.users.form.calendar (form)\n* INHERIT res.users.preferences.form.inherit (form)\n* INHERIT res.users.view.form.inherit.calendar (form)\n* INHERIT res_partner.view.form.calendar (form)\nCalendar Invitation Page for anonymous users (qweb)\ncalendar.alarm.form (form)\ncalendar.alarm.list (list)\ncalendar.event.calendar (calendar)\ncalendar.event.form (form)\ncalendar.event.form.quick_create (form)\ncalendar.event.list (list)\ncalendar.event.search (search)\ncalendar.event.type (list)\ncalendar.popover.delete.wizard.form (form)\ncalendar.popover.delete.wizard.view.form (form)\ncalendar.provider.config.view.form (form),official,\N
881,\N,\N,2026-03-29 06:22:33.53728,1,https://www.odoo.com/app/maintenance,"{""en_US"": ""Track equipment and manage maintenance requests""}",maintenance,Odoo S.A.,/maintenance/static/description/icon.png,installed,19.0.1.0,"{""en_US"": ""Maintenance""}",96,"{""en_US"": ""\\nTrack equipment and maintenance requests""}",t,f,f,LGPL-3,100,f,f,\N,\N,,\N,Maintenance\nMaintenance/Configuration\nMaintenance/Configuration/Activity Types\nMaintenance/Configuration/Equipment Categories\nMaintenance/Configuration/Maintenance Stages\nMaintenance/Configuration/Maintenance Teams\nMaintenance/Configuration/Settings\nMaintenance/Dashboard\nMaintenance/Equipment\nMaintenance/Maintenance\nMaintenance/Maintenance/Maintenance Calendar\nMaintenance/Maintenance/Maintenance Requests\nMaintenance/Reporting\nMaintenance/Reporting\nMaintenance/Reporting/Losses Analysis\nMaintenance/Reporting/Maintenance Requests Analysis\nMaintenance/Reporting/Overall Equipment Effectiveness (OEE),,* INHERIT res.config.settings.view.form.inherit.maintenance (form)\nequipment.category.form (form)\nequipment.category.list (list)\nequipment.category.search (search)\nequipment.form (form)\nequipment.kanban (kanban)\nequipment.list (list)\nequipment.request.calendar (calendar)\nequipment.request.form (form)\nequipment.request.graph (graph)\nequipment.request.kanban (kanban)\nequipment.request.list (list)\nequipment.request.pivot (pivot)\nequipment.request.search (search)\nequipment.search (search)\nequipment.stage.kanban (kanban)\nequipment.stage.list (list)\nequipment.stage.search (search)\nmaintenance.equipment.category.kanban (kanban)\nmaintenance.request.view.activity (activity)\nmaintenance.team.form (form)\nmaintenance.team.kanban (kanban)\nmaintenance.team.kanban (kanban)\nmaintenance.team.list (list)\nmaintenance.team.search (search),official,\N
1025,\N,\N,2026-03-30 06:57:54.559419,1,,"{""en_US"": ""Link module between Point of Sale and Sales""}",pos_sale,Odoo S.A.,/base/static/description/icon.png,installed,19.0.1.1,"{""en_US"": ""POS - Sales""}",77,"{""en_US"": ""\\n\\nThis module adds a custom Sales Team for the Point of Sale. This enables you to view and manage your point of sale sales with more ease.\\n""}",f,f,f,LGPL-3,6,t,f,\N,\N,\N,\N,,,* INHERIT message_body (qweb)\n* INHERIT pos.config.search.view (search)\n* INHERIT pos.order.form.pos.sale (form)\n* INHERIT pos.session.search.view (search)\n* INHERIT report_invoice_document (qweb)\n* INHERIT res.config.settings.view.form.inherit.pos_sale (form)\n* INHERIT sale.order.form.pos.sale (form),official,\N
1039,\N,\N,2026-03-30 06:57:55.821417,1,,"{""en_US"": ""Settle partner's due in the POS UI.""}",pos_settle_due,Odoo S.A.,/base/static/description/icon.png,installed,19.0.1.0,"{""en_US"": ""Point of Sale Settle Due""}",111,"{""en_US"": """"}",f,f,f,OEEL-1,6,t,f,\N,\N,\N,\N,,,* INHERIT pos.order.form.inherit (form)\naccount.move.list (list)\npos.order.list (list),official,\N
914,\N,\N,2026-03-30 07:52:59.906593,1,,"{""en_US"": ""Manufacturing Expiry""}",mrp_product_expiry,Odoo S.A.,/base/static/description/icon.png,installed,19.0.1.0,"{""en_US"": ""Manufacturing Expiry""}",101,"{""en_US"": ""\\nTechnical module.\\n""}",f,f,f,LGPL-3,100,t,f,\N,\N,\N,\N,,,* INHERIT Confirm (form),official,\N
156,\N,\N,2026-03-29 06:23:15.867781,1,,"{""en_US"": ""Add SMS capabilities to CRM""}",crm_sms,Odoo S.A.,/base/static/description/icon.png,installed,19.0.1.1,"{""en_US"": ""SMS in CRM""}",31,"{""en_US"": """"}",f,f,f,LGPL-3,100,t,f,\N,\N,,\N,,,* INHERIT crm.lead.list.opportunity.inherit.sms (list)\n* INHERIT crm.lead.list.opportunity.reporting.inherit.sms (list),official,\N
151,\N,\N,2026-03-29 06:23:36.869916,1,,"{""en_US"": ""Enrich Leads/Opportunities using email address domain""}",crm_iap_enrich,Odoo S.A.,/base/static/description/icon.png,installed,19.0.1.1,"{""en_US"": ""Lead Enrichment""}",31,"{""en_US"": """"}",f,f,f,LGPL-3,100,t,f,\N,\N,,\N,,,* INHERIT crm.lead.view.form.inherit.iap.lead.enrich (form)\n* INHERIT res.config.settings.view.form.inherit.crm.iap.enrich (form)\nmail_message_lead_enrich_no_email (qweb)\nmail_message_lead_enrich_notfound (qweb),official,\N
84,\N,\N,2026-03-31 02:06:23.599547,1,,"{""en_US"": ""AI website livechat components for web builder""}",ai_website_livechat,Odoo S.A.,/base/static/description/icon.png,uninstalled,\N,"{""en_US"": ""AI Website Livechat Integration""}",11,"{""en_US"": """"}",f,f,f,OEEL-1,100,t,f,\N,\N,\N,\N,,,,official,\N
1495,2,2026-03-18 13:22:29.442139,2026-03-29 10:48:55.475382,1,,"{""en_US"": ""Use FIK Number as Payment reference""}",l10n_dk_fik,Odoo S.A.,/base/static/description/icon.png,uninstalled,\N,"{""en_US"": ""Denmark - FIK Number""}",71,"{""en_US"": ""\\nSupport Danish FIK number as payment references on customer invoices.\\n""}",f,f,f,LGPL-3,100,t,f,\N,\N,,\N,,,,official,\N
