evidence,module,path,class,model,table,decorator_count,business_method_count,sample_methods
01 ACCOUNT.zip,account_fleet,01 ACCOUNT/account_fleet/models/account_move.py,AccountMoveLine,account.move.line,account_move_line,0,3,_compute_need_vehicle|write|unlink
01 ACCOUNT.zip,account_fleet,01 ACCOUNT/account_fleet/models/fleet_vehicle_log_services.py,FleetVehicleLogServices,fleet.vehicle.log.services,fleet_vehicle_log_services,2,4,_compute_vehicle_id|_inverse_amount|_compute_amount|action_open_account_move
01 ACCOUNT.zip,account_fleet,01 ACCOUNT/account_fleet/models/fleet_vehicle.py,FleetVehicle,fleet.vehicle,fleet_vehicle,0,2,_compute_move_ids|action_view_bills
01 ACCOUNT.zip,account_qr_code_emv,01 ACCOUNT/account_qr_code_emv/models/res_bank.py,ResPartnerBank,res.partner.bank,res_partner_bank,6,3,_compute_country_proxy_keys|_compute_display_qr_setting|_check_for_qr_code_errors
01 ACCOUNT.zip,account_iso20022,01 ACCOUNT/account_iso20022/tests/test_sepa_credit_transfer.py,TestSEPACreditTransfer,,,0,1,_check_structured_reference
01 ACCOUNT.zip,account_iso20022,01 ACCOUNT/account_iso20022/models/account_journal.py,AccountJournal,account.journal,account_journal,3,3,_compute_sepa_pain_version|_compute_has_sepa_ct_payment_method|_compute_has_iso20022_payment_method
01 ACCOUNT.zip,account_iso20022,01 ACCOUNT/account_iso20022/models/account_payment_method.py,AccountPaymentMethod,account.payment.method,account_payment_method,2,1,_compute_is_iso20022
01 ACCOUNT.zip,account_iso20022,01 ACCOUNT/account_iso20022/models/account_payment.py,AccountPayment,account.payment,account_payment,9,7,_compute_iso20022_charge_bearer|_check_sepa_bank_account|_check_sepa_currency|_compute_end_to_end_uuid|_compute_iso20022_uetr|_compute_payment_method_priority|create
01 ACCOUNT.zip,account_iso20022,01 ACCOUNT/account_iso20022/models/account_journal_dashboard.py,AccountJournal,account.journal,account_journal,0,1,action_sepa_ct_to_send
01 ACCOUNT.zip,account_iso20022,01 ACCOUNT/account_iso20022/models/res_company.py,ResCompany,res.company,res_company,2,2,create|_compute_iso20022_orgid
01 ACCOUNT.zip,account_iso20022,01 ACCOUNT/account_iso20022/models/res_partner.py,ResPartner,res.partner,res_partner,1,1,_check_iso20022_lei
01 ACCOUNT.zip,account_intrastat,01 ACCOUNT/account_intrastat/models/account_move.py,AccountMove,account.move,account_move,1,1,_compute_intrastat_country_id
01 ACCOUNT.zip,account_intrastat,01 ACCOUNT/account_intrastat/models/account_move.py,AccountMoveLine,account.move.line,account_move_line,2,2,_compute_origin_country|_compute_intrastat_transaction_id
01 ACCOUNT.zip,account_intrastat,01 ACCOUNT/account_intrastat/models/account_intrastat_code.py,AccountIntrastatCode,account.intrastat.code,account_intrastat_code,1,1,_compute_display_name
01 ACCOUNT.zip,account_intrastat,01 ACCOUNT/account_intrastat/models/account_return.py,AccountReturnType,account.return.type,account_return_type,1,2,_compute_is_intrastat_return_type|_compute_states_workflow
01 ACCOUNT.zip,account_intrastat,01 ACCOUNT/account_intrastat/models/account_return.py,AccountReturn,account.return,account_return,0,1,_check_suite_common_intrastat_goods
01 ACCOUNT.zip,account_intrastat,01 ACCOUNT/account_intrastat/models/product.py,ProductTemplate,product.template,product_template,3,6,_compute_intrastat_code_domain|_compute_intrastat_values|_compute_valid_intrastat_code_ids|_inverse_intrastat_code_id|_inverse_intrastat_supplementary_unit_amount|_inverse_intrastat_origin_country_id
01 ACCOUNT.zip,account_intrastat,01 ACCOUNT/account_intrastat/models/product.py,ProductProduct,product.product,product_product,1,1,_compute_intrastat_supplementary_unit_amount
01 ACCOUNT.zip,account_intrastat,01 ACCOUNT/account_intrastat/models/res_config_settings.py,ResConfigSettings,res.config.settings,res_config_settings,1,1,_compute_has_country_regions
01 ACCOUNT.zip,account_intrastat,01 ACCOUNT/account_intrastat/models/account_intrastat_report.py,AccountIntrastatReportHandler,account.intrastat.report.handler,account_intrastat_report_handler,3,8,action_invalid_code_moves|action_invalid_code_products|action_undefined_units_products|action_undefined_weight_products|action_missing_intrastat_product_origin_country_code|action_invalid_transport_mode_moves|action_missing_product|_check_date_range
01 ACCOUNT.zip,account_online_synchronization,01 ACCOUNT/account_online_synchronization/wizard/account_journal_duplicate_transactions.py,AccountDuplicateTransactionWizard,account.duplicate.transaction.wizard,account_duplicate_transaction_wizard,4,4,_compute_display_name|_compute_transaction_ids|_compute_provider_duplicate_ids|_compute_date
01 ACCOUNT.zip,account_online_synchronization,01 ACCOUNT/account_online_synchronization/wizard/account_bank_selection_wizard.py,AccountBankSelection,account.bank.selection,account_bank_selection,1,1,_compute_online_account
01 ACCOUNT.zip,account_online_synchronization,01 ACCOUNT/account_online_synchronization/wizard/account_bank_statement_line.py,AccountBankStatementLineTransient,account.bank.statement.line.transient,account_bank_statement_line_transient,1,2,action_import_transactions|create
01 ACCOUNT.zip,account_online_synchronization,01 ACCOUNT/account_online_synchronization/wizard/account_journal_missing_transactions.py,AccountMissingTransactionWizard,account.missing.transaction.wizard,account_missing_transaction_wizard,0,3,action_fetch_missing_transaction|action_open_manual_bank_statement_lines|action_open_cancelled_bank_statement_lines
01 ACCOUNT.zip,account_online_synchronization,01 ACCOUNT/account_online_synchronization/models/account_online.py,AccountOnlineAccount,account.online.account,account_online_account,2,5,_check_journal_ids|create|write|unlink|action_reset_fetching_status
01 ACCOUNT.zip,account_online_synchronization,01 ACCOUNT/account_online_synchronization/models/account_online.py,AccountOnlineLink,account.online.link,account_online_link,7,8,_compute_next_synchronization|_compute_journal_ids|_compute_show_sync_actions|unlink|action_new_synchronization|action_update_credentials|action_fetch_transactions|action_reconnect_account
01 ACCOUNT.zip,account_online_synchronization,01 ACCOUNT/account_online_synchronization/models/company.py,ResCompany,res.company,res_company,2,0,
01 ACCOUNT.zip,account_online_synchronization,01 ACCOUNT/account_online_synchronization/models/account_journal.py,AccountJournal,account.journal,account_journal,6,15,write|_compute_expiring_synchronization_due_day|_check_account_online_account_id|unlink|action_configure_bank_journal|action_open_account_online_link|action_extend_consent|action_reconnect_online_account|action_send_reminder|action_open_missing_transaction_wizard|action_open_duplicate_transaction_wizard|action_open_dashboard_asynchronous_action
01 ACCOUNT.zip,account_online_synchronization,01 ACCOUNT/account_online_synchronization/models/account_bank_statement.py,AccountBankStatementLine,account.bank.statement.line,account_bank_statement_line,2,1,create
01 ACCOUNT.zip,account_update_tax_tags,01 ACCOUNT/account_update_tax_tags/wizard/account_update_tax_tags_wizard.py,AccountUpdateTaxTagsWizard,account.update.tax.tags.wizard,account_update_tax_tags_wizard,2,2,_compute_date_from|_compute_display_lock_date_warning
01 ACCOUNT.zip,account_avatax,01 ACCOUNT/account_avatax/wizard/avatax_validate_address.py,AvataxValidateAddress,avatax.validate.address,avatax_validate_address,1,2,_compute_validated_address|action_save_validated
01 ACCOUNT.zip,account_avatax,01 ACCOUNT/account_avatax/models/account_move.py,AccountMove,account.move,account_move,1,1,_compute_is_tax_computed_externally
01 ACCOUNT.zip,account_avatax,01 ACCOUNT/account_avatax/models/account_avatax_unique_code.py,AccountAvataxUniqueCode,account.avatax.unique.code,account_avatax_unique_code,0,1,_compute_avatax_unique_code
01 ACCOUNT.zip,account_avatax,01 ACCOUNT/account_avatax/models/avatax_exemption.py,AvataxExemption,avatax.exemption,avatax_exemption,1,1,_compute_display_name
01 ACCOUNT.zip,account_avatax,01 ACCOUNT/account_avatax/models/account_external_tax_mixin.py,AccountExternalTaxMixin,account.external.tax.mixin,account_external_tax_mixin,7,3,_compute_is_avatax|_compute_is_tax_computed_externally|_check_address
01 ACCOUNT.zip,account_avatax,01 ACCOUNT/account_avatax/models/product.py,ProductAvataxCategory,product.avatax.category,product_avatax_category,1,1,_compute_display_name
01 ACCOUNT.zip,account_avatax,01 ACCOUNT/account_avatax/models/res_partner.py,ResPartner,res.partner,res_partner,1,2,_compute_avalara_show_address_validation|action_open_validation_wizard
01 ACCOUNT.zip,account_bank_statement_import_qif,01 ACCOUNT/account_bank_statement_import_qif/models/account_journal.py,AccountJournal,account.journal,account_journal,0,1,_check_qif
01 ACCOUNT.zip,account_3way_match,01 ACCOUNT/account_3way_match/models/account_invoice.py,AccountMove,account.move,account_move,3,3,_compute_release_to_pay|_compute_release_to_pay_manual|_onchange_release_to_pay_manual
01 ACCOUNT.zip,account_3way_match,01 ACCOUNT/account_3way_match/models/account_invoice.py,AccountMoveLine,account.move.line,account_move_line,1,0,
01 ACCOUNT.zip,account_bank_statement_import_camt,01 ACCOUNT/account_bank_statement_import_camt/models/account_journal.py,AccountJournal,account.journal,account_journal,0,1,_check_camt
01 ACCOUNT.zip,account_bank_statement_extract,01 ACCOUNT/account_bank_statement_extract/models/account_journal.py,AccountJournal,account.journal,account_journal,0,1,_check_attachments_ocrizable
01 ACCOUNT.zip,account_bank_statement_extract,01 ACCOUNT/account_bank_statement_extract/models/account_bank_statement_line.py,AccountBankStatementLine,account.bank.statement.line,account_bank_statement_line,3,3,_compute_debit_credit|_inverse_debit|_inverse_credit
01 ACCOUNT.zip,account_bank_statement_extract,01 ACCOUNT/account_bank_statement_extract/models/account_bank_statement.py,AccountBankStatement,account.bank.statement,account_bank_statement,1,2,_compute_is_in_extractable_state|_compute_journal_id
01 ACCOUNT.zip,account_invoice_extract,01 ACCOUNT/account_invoice_extract/tests/test_invoice_extract_concurrency.py,TestInvoiceExtractConcurrency,,,0,1,unlink
01 ACCOUNT.zip,account_invoice_extract,01 ACCOUNT/account_invoice_extract/models/account_invoice.py,AccountMove,account.move,account_move,8,4,_compute_is_in_extractable_state|_compute_show_banners|action_reload_ai_data|_check_digitalization_mode
01 ACCOUNT.zip,account_check_printing,01 ACCOUNT/account_check_printing/wizard/print_prenumbered_checks.py,PrintPrenumberedChecks,print.prenumbered.checks,print_prenumbered_checks,1,1,_check_next_check_number
01 ACCOUNT.zip,account_check_printing,01 ACCOUNT/account_check_printing/models/account_journal.py,AccountJournal,account.journal,account_journal,2,4,_compute_check_next_number|_inverse_check_next_number|create|action_checks_to_print
01 ACCOUNT.zip,account_check_printing,01 ACCOUNT/account_check_printing/models/account_payment_method.py,AccountPaymentMethod,account.payment.method,account_payment_method,1,0,
01 ACCOUNT.zip,account_check_printing,01 ACCOUNT/account_check_printing/models/account_payment.py,AccountPayment,account.payment,account_payment,7,10,_compute_show_check_number|_compute_check_amount_in_words|_compute_check_number|_inverse_check_number|action_post|action_void_check|_check_fill_line|_check_build_page_info|_check_get_pages|_check_make_stub_pages
01 ACCOUNT.zip,account_winbooks_import,01 ACCOUNT/account_winbooks_import/wizard/account_import_summary.py,AccountImportSummary,account.import.summary,account_import_summary,3,5,_compute_import_summary_len_analytic|_compute_import_summary_len_analytic_line|_compute_import_summary_have_data|action_open_analytic_view|action_open_analytic_line_view
01 ACCOUNT.zip,account_winbooks_import,01 ACCOUNT/account_winbooks_import/models/account_move.py,AccountMoveLine,account.move.line,account_move_line,1,1,_check_payable_receivable
01 ACCOUNT.zip,account_winbooks_import,01 ACCOUNT/account_winbooks_import/models/res_company.py,ResCompany,res.company,res_company,1,0,
01 ACCOUNT.zip,account_test,01 ACCOUNT/account_test/report/report_account_test.py,ReportAccount_TestReport_Accounttest,report.account_test.report_accounttest,report_account_test_report_accounttest,2,0,
01 ACCOUNT.zip,account_peppol,01 ACCOUNT/account_peppol/wizard/peppol_registration.py,PeppolRegistration,peppol.registration,peppol_registration,17,16,_onchange_peppol_endpoint|_onchange_phone_number|_compute_parent_company_id|_compute_display_use_parent_connection_selection|_compute_use_parent_connection_selection|_compute_use_parent_connection|_compute_selected_company_id|_compute_edi_user_id|_compute_peppol_warnings|_compute_edi_mode|_compute_smp_registration_external_provider|_compute_peppol_can_connect_data
01 ACCOUNT.zip,account_peppol,01 ACCOUNT/account_peppol/wizard/account_move_send_wizard.py,AccountMoveSendWizard,account.move.send.wizard,account_move_send_wizard,0,2,_compute_sending_method_checkboxes|action_send_and_print
01 ACCOUNT.zip,account_peppol,01 ACCOUNT/account_peppol/wizard/account_move_send_batch_wizard.py,AccountMoveSendBatchWizard,account.move.send.batch.wizard,account_move_send_batch_wizard,0,1,action_send_and_print
01 ACCOUNT.zip,account_peppol,01 ACCOUNT/account_peppol/wizard/peppol_config_wizard.py,PeppolConfigWizard,peppol.config.wizard,peppol_config_wizard,5,9,_compute_service_json|_compute_service_info|_compute_service_ids|_compute_peppol_activate_self_billing|_inverse_peppol_activate_self_billing|button_sync_form_with_peppol_proxy|button_peppol_unregister|button_peppol_reset_to_sender|button_peppol_register_sender_as_receiver
01 ACCOUNT.zip,account_peppol,01 ACCOUNT/account_peppol/models/account_move.py,AccountMove,account.move,account_move,1,4,action_send_and_print|action_cancel_peppol_documents|_compute_display_send_button|_compute_peppol_move_state
01 ACCOUNT.zip,account_peppol,01 ACCOUNT/account_peppol/models/account_move_send.py,AccountMoveSend,account.move.send,account_move_send,1,1,action_what_is_peppol_activate
01 ACCOUNT.zip,account_peppol,01 ACCOUNT/account_peppol/models/account_journal.py,AccountJournal,account.journal,account_journal,3,5,_check_type_for_peppol_journal|_compute_show_refresh_out_einvoices_status_button|_compute_show_fetch_in_einvoices_button|button_fetch_in_einvoices|button_refresh_out_einvoices_status
01 ACCOUNT.zip,account_peppol,01 ACCOUNT/account_peppol/models/account_edi_proxy_user.py,Account_Edi_Proxy_ClientUser,account_edi_proxy_client.user,account_edi_proxy_client_user,6,0,
01 ACCOUNT.zip,account_peppol,01 ACCOUNT/account_peppol/models/res_company.py,ResCompany,res.company,res_company,13,16,_check_phonenumbers_import|_check_peppol_endpoint_number|_check_account_peppol_phone_number|_check_peppol_endpoint|_check_peppol_purchase_journal_id|_compute_account_peppol_edi_user|_compute_peppol_parent_company_id|_compute_peppol_purchase_journal_id|_inverse_peppol_purchase_journal_id|_compute_peppol_self_billing_reception_journal_id|_inverse_peppol_self_billing_reception_journal_id|_compute_account_peppol_contact_email
01 ACCOUNT.zip,account_peppol,01 ACCOUNT/account_peppol/models/res_config_settings.py,ResConfigSettings,res.config.settings,res_config_settings,3,12,_compute_peppol_use_parent_company|_compute_peppol_participation_role|_inverse_peppol_participation_role|_compute_account_peppol_contact_email|_inverse_account_peppol_contact_email|action_open_peppol_form|button_open_peppol_config_wizard|button_peppol_disconnect_branch_from_parent|button_peppol_register_sender_as_receiver|button_reconnect_this_database|button_disconnect_this_database|button_peppol_deregister
01 ACCOUNT.zip,account_peppol,01 ACCOUNT/account_peppol/models/res_partner.py,ResPartner,res.partner,res_partner,10,10,_onchange_verify_peppol_status|_compute_available_peppol_sending_methods|_compute_available_peppol_edi_formats|_compute_available_peppol_eas|_check_peppol_participant_exists|_check_document_type_support|create|_compute_peppol_endpoint|_compute_peppol_eas|button_account_peppol_check_partner_endpoint
01 ACCOUNT.zip,account_bank_statement_import_csv,01 ACCOUNT/account_bank_statement_import_csv/wizard/account_bank_statement_import_csv.py,Base_ImportImport,base_import.import,base_import_import,1,0,
01 ACCOUNT.zip,account_bank_statement_import_csv,01 ACCOUNT/account_bank_statement_import_csv/models/account_journal.py,AccountJournal,account.journal,account_journal,0,1,_check_file_format
01 ACCOUNT.zip,account_sepa_direct_debit,01 ACCOUNT/account_sepa_direct_debit/wizard/sdd_mandate_send.py,SddMandateSend,sdd.mandate.send,sdd_mandate_send,5,6,_compute_recipient_ids|_compute_company_id|_compute_warnings|_compute_subject|_compute_body|action_send_and_print
01 ACCOUNT.zip,account_sepa_direct_debit,01 ACCOUNT/account_sepa_direct_debit/wizard/account_payment_register.py,AccountPaymentRegister,account.payment.register,account_payment_register,1,2,_compute_no_sdd_mandate_partner_ids|action_create_payments
01 ACCOUNT.zip,account_sepa_direct_debit,01 ACCOUNT/account_sepa_direct_debit/models/sdd_mandate.py,SddMandate,sdd.mandate,sdd_mandate,5,9,_compute_from_moves|action_send_and_print|action_validate_mandate|action_revoke_mandate|action_cancel_mandate|action_close_mandate|action_view_paid_invoices|action_view_payments_to_collect|action_parent_id_from_sdd_mandate
01 ACCOUNT.zip,account_sepa_direct_debit,01 ACCOUNT/account_sepa_direct_debit/models/account_batch_payment.py,AccountBatchPayment,account.batch.payment,account_batch_payment,7,8,_compute_payment_ids_domain|_compute_sdd_required_collection_date|_compute_sdd_min_required_collection_date|_compute_sdd_first_time_payment_ids|_compute_sdd_scheme|_check_minimal_collection_date|_check_payments_constrains|_check_and_post_draft_payments
01 ACCOUNT.zip,account_sepa_direct_debit,01 ACCOUNT/account_sepa_direct_debit/models/account_payment_method.py,AccountPaymentMethod,account.payment.method,account_payment_method,2,0,
01 ACCOUNT.zip,account_sepa_direct_debit,01 ACCOUNT/account_sepa_direct_debit/models/account_invoice.py,AccountMove,account.move,account_move,2,1,_compute_sdd_has_usable_mandate
01 ACCOUNT.zip,account_sepa_direct_debit,01 ACCOUNT/account_sepa_direct_debit/models/account_payment.py,AccountPayment,account.payment,account_payment,5,4,_compute_sdd_mandate_id|_onchange_partner_id|write|_compute_usable_mandate
01 ACCOUNT.zip,account_sepa_direct_debit,01 ACCOUNT/account_sepa_direct_debit/models/res_company.py,ResCompany,res.company,res_company,2,0,
01 ACCOUNT.zip,account_sepa_direct_debit,01 ACCOUNT/account_sepa_direct_debit/models/res_partner.py,ResPartner,res.partner,res_partner,0,2,_compute_sdd_count|action_open_ssd_mandates
01 ACCOUNT.zip,account_reports,01 ACCOUNT/account_reports/wizard/return_submission_wizard.py,AccountReturnSubmissionWizard,account.return.submission.wizard,account_return_submission_wizard,1,1,action_proceed_with_submission
01 ACCOUNT.zip,account_reports,01 ACCOUNT/account_reports/wizard/qr_code_payment_wizard.py,QRCodePaymentWizard,qr.code.payment.wizard,qr_code_payment_wizard,1,1,_compute_qr_code
01 ACCOUNT.zip,account_reports,01 ACCOUNT/account_reports/wizard/return_creation_wizard.py,AccountReturnCreationWizard,account.return.creation.wizard,account_return_creation_wizard,5,6,_compute_return_type_id|_compute_is_create_disabled|_onchange_return_type_id|_compute_available_return_type|_compute_warnings|action_create_manual_account_returns
01 ACCOUNT.zip,account_reports,01 ACCOUNT/account_reports/wizard/mail_compose_message.py,MailComposeMessage,mail.compose.message,mail_compose_message,0,3,_action_send_mail_comment|_action_send_mail|action_send_mail
01 ACCOUNT.zip,account_reports,01 ACCOUNT/account_reports/wizard/account_report_send.py,AccountReportSend,account.report.send,account_report_send,12,10,_compute_mode|_compute_send_mail_extra_fields|_compute_warnings|_compute_mail_lang|_compute_partner_ids|_compute_mail_partner_ids|_compute_mail_subject_body|_compute_mail_attachments_widget|_action_download|action_send_and_print
01 ACCOUNT.zip,account_reports,01 ACCOUNT/account_reports/wizard/account_report_file_download_error_wizard.py,AccountReportFileDownloadErrorWizard,account.report.file.download.error.wizard,account_report_file_download_error_wizard,0,1,button_download
01 ACCOUNT.zip,account_reports,01 ACCOUNT/account_reports/wizard/report_export_wizard.py,Account_ReportsExportWizard,account_reports.export.wizard,account_reports_export_wizard,1,1,create
01 ACCOUNT.zip,account_reports,01 ACCOUNT/account_reports/wizard/fiscal_year.py,AccountFinancialYearOp,account.financial.year.op,account_financial_year_op,0,1,action_save_onboarding_fiscal_year
01 ACCOUNT.zip,account_reports,01 ACCOUNT/account_reports/wizard/return_generic_payment_wizard.py,AccountReturnGenericPaymentWizard,account.return.payment.wizard,account_return_payment_wizard,3,5,_compute_amount_to_pay|_compute_is_recoverable|_compute_communication|action_mark_as_paid|action_send_email_instructions
01 ACCOUNT.zip,account_reports,01 ACCOUNT/account_reports/wizard/multicurrency_revaluation.py,AccountMulticurrencyRevaluationWizard,account.multicurrency.revaluation.wizard,account_multicurrency_revaluation_wizard,5,6,_compute_show_warning|_compute_preview_data|_compute_accounting_values|_inverse_revaluation_journal|_inverse_expense_provision_account|_inverse_income_provision_account
01 ACCOUNT.zip,account_reports,01 ACCOUNT/account_reports/models/account_aged_partner_balance.py,AccountAgedPayableReportHandler,account.aged.payable.report.handler,account_aged_payable_report_handler,0,1,action_audit_cell
01 ACCOUNT.zip,account_reports,01 ACCOUNT/account_reports/models/account_aged_partner_balance.py,AccountAgedReceivableReportHandler,account.aged.receivable.report.handler,account_aged_receivable_report_handler,0,1,action_audit_cell
01 ACCOUNT.zip,account_reports,01 ACCOUNT/account_reports/models/account_tax.py,AccountTaxUnit,account.tax.unit,account_tax_unit,7,8,create|write|_compute_fiscal_position_completion|action_sync_unit_fiscal_positions|unlink|_onchange_vat|_inverse_vat|_onchange_company_ids
01 ACCOUNT.zip,account_reports,01 ACCOUNT/account_reports/models/account_analytic_report.py,AccountReport,account.report,account_report,2,1,action_audit_cell
01 ACCOUNT.zip,account_reports,01 ACCOUNT/account_reports/models/account_analytic_report.py,AccountMoveLine,account.move.line,account_move_line,1,0,
01 ACCOUNT.zip,account_reports,01 ACCOUNT/account_reports/models/account_move.py,AccountMove,account.move,account_move,0,3,action_open_tax_return|unlink|button_draft
01 ACCOUNT.zip,account_reports,01 ACCOUNT/account_reports/models/account_partner_ledger.py,AccountPartnerLedgerReportHandler,account.partner.ledger.report.handler,account_partner_ledger_report_handler,3,2,action_open_partner|action_toggle_no_followup
01 ACCOUNT.zip,account_reports,01 ACCOUNT/account_reports/models/account_followup_report.py,AccountFollowupCustomHandler,account.followup.report.handler,account_followup_report_handler,0,1,action_send_follow_up
01 ACCOUNT.zip,account_reports,01 ACCOUNT/account_reports/models/account_generic_tax_report.py,AccountTaxReportHandler,account.tax.report.handler,account_tax_report_handler,0,1,action_open_amls_with_archived_tags
01 ACCOUNT.zip,account_reports,01 ACCOUNT/account_reports/models/account_generic_tax_report.py,AccountGenericTaxReportHandler,account.generic.tax.report.handler,account_generic_tax_report_handler,1,1,_check_line_consistency
01 ACCOUNT.zip,account_reports,01 ACCOUNT/account_reports/models/account_cash_flow_report.py,AccountCashFlowReportHandler,account.cash.flow.report.handler,account_cash_flow_report_handler,0,1,_compute_liquidity_balance
01 ACCOUNT.zip,account_reports,01 ACCOUNT/account_reports/models/budget.py,AccountReportBudget,account.report.budget,account_report_budget,2,2,create|copy
01 ACCOUNT.zip,account_reports,01 ACCOUNT/account_reports/models/account_move_line.py,AccountMoveLine,account.move.line,account_move_line,5,4,_compute_exclude_bank_lines|_check_taxes_on_closing_entries|_compute_tax_ids|_compute_analytic_coverage
01 ACCOUNT.zip,account_reports,01 ACCOUNT/account_reports/models/account_customer_statement.py,CustomerStatementCustomHandler,account.customer.statement.report.handler,account_customer_statement_report_handler,0,1,action_send_statements
01 ACCOUNT.zip,account_reports,01 ACCOUNT/account_reports/models/account_trial_balance_report.py,AccountTrialBalanceReportHandler,account.trial.balance.report.handler,account_trial_balance_report_handler,1,1,action_audit_cell
01 ACCOUNT.zip,account_reports,01 ACCOUNT/account_reports/models/account_journal_dashboard.py,AccountJournal,account.journal,account_journal,0,1,action_open_bank_balance_in_gl
01 ACCOUNT.zip,account_reports,01 ACCOUNT/account_reports/models/res_company.py,ResCompany,res.company,res_company,3,4,_compute_account_display_representative_field|_compute_totals_below_sections|create|write
01 ACCOUNT.zip,account_reports,01 ACCOUNT/account_reports/models/account_multicurrency_revaluation_report.py,AccountMulticurrencyRevaluationReportHandler,account.multicurrency.revaluation.report.handler,account_multicurrency_revaluation_report_handler,0,4,action_multi_currency_revaluation_open_revaluation_wizard|action_multi_currency_revaluation_open_general_ledger|action_multi_currency_revaluation_toggle_provision|action_multi_currency_revaluation_open_currency_rates
01 ACCOUNT.zip,account_reports,01 ACCOUNT/account_reports/models/account_return.py,AccountReturnType,account.return.type,account_return_type,13,7,create|_compute_report_return_type|_compute_country_id|_compute_auto_generate|_compute_states_workflow|_onchange_category|_compute_display_name
01 ACCOUNT.zip,account_reports,01 ACCOUNT/account_reports/models/account_return.py,AccountReturn,account.return,account_return,30,54,create|write|action_refresh_all_returns|_compute_deadline|_compute_company_ids|_compute_show_companies|_check_all_branches_allowed|_compute_is_main_company_active|_compute_show_amount_to_pay|_compute_state|_compute_next_state|_inverse_state
01 ACCOUNT.zip,account_reports,01 ACCOUNT/account_reports/models/account_return.py,AccountReturnCheck,account.return.check,account_return_check,5,8,create|write|_compute_records_name|_check_code|_compute_approver_supervisor_ids|action_review|action_open_document|action_unlink_attachments
01 ACCOUNT.zip,account_reports,01 ACCOUNT/account_reports/models/kpi_provider.py,KpiProvider,kpi.provider,kpi_provider,2,0,
01 ACCOUNT.zip,account_reports,01 ACCOUNT/account_reports/models/account_report.py,AccountReport,account.report,account_report,43,26,unlink|write|create|action_open_report_form|_compute_expression_totals_for_each_column_group|_compute_expression_totals_for_single_column_group|_compute_totals_no_batch_aggregation|_check_is_float|_compute_formula_batch|_compute_formula_batch_with_engine_tax_tags|_compute_formula_batch_with_engine_domain|_compute_formula_batch_with_engine_account_codes
01 ACCOUNT.zip,account_reports,01 ACCOUNT/account_reports/models/account_report.py,AccountReportLine,account.report.line,account_report_line,2,2,_compute_display_custom_groupby_warning|action_reset_custom_groupby
01 ACCOUNT.zip,account_reports,01 ACCOUNT/account_reports/models/account_report.py,AccountReportExpression,account.report.expression,account_report_expression,0,1,action_view_carryover_lines
01 ACCOUNT.zip,account_reports,01 ACCOUNT/account_reports/models/account_report.py,AccountReportExternalValue,account.report.external.value,account_report_external_value,2,3,create|write|_check_lock_date_violation
01 ACCOUNT.zip,account_reports,01 ACCOUNT/account_reports/models/account_report.py,AccountReportHorizontalGroupRule,account.report.horizontal.group.rule,account_report_horizontal_group_rule,1,1,_compute_res_model_name
01 ACCOUNT.zip,account_reports,01 ACCOUNT/account_reports/models/bank_reconciliation_report.py,AccountBankReconciliationReportHandler,account.bank.reconciliation.report.handler,account_bank_reconciliation_report_handler,0,6,_compute_result|_compute_journal_balances|_compute_balances|action_audit_cell|action_redirect_to_general_ledger|action_redirect_to_bank_statement_widget
01 ACCOUNT.zip,account_reports,01 ACCOUNT/account_reports/models/mail_activity.py,MailActivity,mail.activity,mail_activity,0,1,action_open_document
01 ACCOUNT.zip,account_reports,01 ACCOUNT/account_reports/models/account_sales_report.py,AccountEcSalesReportHandler,account.ec.sales.report.handler,account_ec_sales_report_handler,2,0,
01 ACCOUNT.zip,account_reports,01 ACCOUNT/account_reports/models/res_users.py,ResUsers,res.users,res_users,1,0,
01 ACCOUNT.zip,account_reports,01 ACCOUNT/account_reports/models/account_fiscal_position.py,AccountFiscalPosition,account.fiscal.position,account_fiscal_position,0,1,action_create_foreign_taxes
01 ACCOUNT.zip,account_reports,01 ACCOUNT/account_reports/models/res_partner.py,ResPartner,res.partner,res_partner,1,1,_compute_display_name
01 ACCOUNT.zip,account_reports,01 ACCOUNT/account_reports/models/account_deferred_reports.py,AccountDeferredReportHandler,account.deferred.report.handler,account_deferred_report_handler,8,2,action_audit_cell|action_generate_entry
01 ACCOUNT.zip,account_reports,01 ACCOUNT/account_reports/models/account_analytic_line.py,AccountAnalyticLine,account.analytic.line,account_analytic_line,1,1,_compute_analytic_coverage
01 ACCOUNT.zip,account_reports,01 ACCOUNT/account_reports/models/account.py,AccountAccount,account.account,account_account,6,9,_compute_audit_period|_compute_audit_variation|_compute_audit_status|_inverse_audit_status|_compute_balance_warning|_compute_audit_balance_show_warning|_compute_audit_previous_balance_show_warning|_compute_last_message|action_audit_account
01 ACCOUNT.zip,account_reports,01 ACCOUNT/account_reports/controllers/main.py,AccountReportController,,,2,0,
01 ACCOUNT.zip,account_bank_statement_import,01 ACCOUNT/account_bank_statement_import/models/account_journal.py,AccountJournal,account.journal,account_journal,0,1,_check_parsed_data
01 ACCOUNT.zip,account_bank_statement_import,01 ACCOUNT/account_bank_statement_import/models/account_bank_statement.py,AccountBankStatementLine,account.bank.statement.line,account_bank_statement_line,1,1,_action_open_bank_reconciliation_widget
